price
31680
43436
52021
22202
48396
52000
37672
49521
27917
55883
31579
26250
39832
91710
35568
60607
39115
32981
30189
33577
63228
29000
87176
74999
52668
36417
30189
40385
85366
39378
33988
65407
42165
51687
50672
44436
29416
25455
24029
58888
27195
22078
64151
30625
103566
19026
49505
53178
28784
32879
57677
31240
20523
27853
20625
44147
43149
61968
67470
34992
26100
63577
89665
29741
66879
41667
48310
43772
43809
40910
44887
83582
33406
50092
75333
24286
41728
22076
59761
35289
70381
40000
24507
39608
70589
30566
40909
63771
29127
67678
25000
51167
22167
26600
32377
56250
35059
25843
53799
23364
27664
32794
31288
49243
26805
27272
51292
58000
45091
34971
21600
64956
42000
30051
44116
22341
46512
40759
24252
56651
77242
25464
27480
20041
22755
25000
28505
30685
21403
15991
47939
28606
22332
70738
44768
39692
19758
56787
29615
16337
65637
28709
30034
76617
25000
12475
37287
28031
26356
27947
69006
46271
47521
32743
17576
20834
42708
34207
20579
56900
29483
56191
23464
60823
46567
82259
36200
72132
46083
45371
69231
18870
50934
119684
29067
64000
91013
51014
31275
51087
46622
74009
38077
54152
32734
52440
30097
65498
22416
24649
47334
29637
18360
46000
17788
26497
74976
24638
46017
33110
25987
32172
34823
85587
27500
59195
65741
100045
22200
49693
19797
58732
25315
32360
36338
24138
30924
54363
25912
57046
27511
26134
12105
33937
35572
30858
30688
26667
48325
25211
40780
24680
37457
24728
64706
54269
35396
55556
20000
33431
20963
126250
30774
22875
26655
37954
45032
39294
78216
26545
36246
63628
86247
31600
97597
21500
50518
49167
34199
21211
101519
21647
19756
62593
24480
35172
53854
40120
34841
17214
35278
29127
76198
42854
71228
65989
42031
22682
97403
32109
10641
34876
75186
76000
43828
57901
53354
50787
22376
54436
63011
33623
20000
61186
38508
32569
36083
110154
42135
55129
85840
21456
87903
101625
41527
18432
16227
37231
51615
32377
29465
24591
27922
26974
83894
72162
20556
30291
78093
33914
60740
46224
44724
52831
95425
20770
36330
56470
38508
35000
23900
77123
20277
50459
46999
47567
59227
22138
28557
13441
15233
30059
46854
24551
69061
29892
43279
36431
36435
64172
65742
96864
58682
100611
101831
26516
33990
21791
40705
16968
22416
29947
52088
36191
67171
23665
83000
46663
30842
21722
36941
83583
31232
28022
50841
39429
41868
48306
105377
40823
15901
29160
79797
54230
31066
50000
35938
55288
40462
14833
39199
25667
41535
40791
46432
52944
21379
31053
45310
67588
56757
18628
41090
29351
25792
26611
25111
36945
32117
95404
38462
26221
32914
26231
55735
72331
34495
46068
37406
59603
30988
25487
47888
79926
35426
42728
32119
23912
30790
58197
22046
25967
51032
62993
35043
34796
46191
19231
42778
46173
25734
61685
49432
36411
32593
55703
42372
39811
21539
13396
47600
40467
46321
52448
33678
29869
55371
37829
55899
41740
27356
41635
72554
45344
84155
60484
39219
26396
51725
59077
36912
51951
88000
25572
30655
46899
45290
63653
32875
33487
43524
45573
80292
35397
59351
20718
18347
41002
74003
73755
59771
23530
51911
17935
146161
28682
24648
52656
92225
34588
26875
21130
37494
24776
27059
47514
49974
50051
100528
23475
71705
